"","Site","Time","BP","NO","NO2","NOX","O3","PM10","PM2.5","SOLR","TMP","WDIR","WSPD","TimeHours","TimeHoursNum","Date","Year","Month","Week","Day","lag.1.BP","lag.1.NO","lag.1.NO2","lag.1.NOX","lag.1.O3","lag.1.PM10","lag.1.PM2.5","lag.1.SOLR","lag.1.TMP","lag.1.WDIR","lag.1.WSPD","lag.2.BP","lag.2.NO","lag.2.NO2","lag.2.NOX","lag.2.O3","lag.2.PM10","lag.2.PM2.5","lag.2.SOLR","lag.2.TMP","lag.2.WDIR","lag.2.WSPD","lag.3.BP","lag.3.NO","lag.3.NO2","lag.3.NOX","lag.3.O3","lag.3.PM10","lag.3.PM2.5","lag.3.SOLR","lag.3.TMP","lag.3.WDIR","lag.3.WSPD"
"153","GR4","09/10/2009 09:00",1009,12.8,38.3,57.9,34.4,38.9,21,269,11,53,1.1,"09:00",9,2009-10-09,2009,10,40,"Friday",1009,91.7,74.6,215.2,4,48.1,23,141,10,140,0.5,1008,144.39999,68.4,289.70001,2,43.8,24,39,8,206,0.2,1007,93.2,54,197,2,39.1,17,6,7,295,0.2
"154","GR4","09/10/2009 10:00",1010,5.6,25.3,33.9,46.9,34.1,17,451,12,100,1.5,"10:00",10,2009-10-09,2009,10,40,"Friday",1009,12.8,38.3,57.9,34.4,38.9,21,269,11,53,1.1,1009,91.7,74.6,215.2,4,48.1,23,141,10,140,0.5,1008,144.39999,68.4,289.70001,2,43.8,24,39,8,206,0.2
"155","GR4","09/10/2009 11:00",1010,9.7,27.3,42.1,39.9,34.1,16,594,13,43,1.5,"11:00",11,2009-10-09,2009,10,40,"Friday",1010,5.6,25.3,33.9,46.9,34.1,17,451,12,100,1.5,1009,12.8,38.3,57.9,34.4,38.9,21,269,11,53,1.1,1009,91.7,74.6,215.2,4,48.1,23,141,10,140,0.5
"156","GR4","09/10/2009 12:00",1010,5.9,32.5,41.6,33.4,42.5,18,696,14,110,1.8,"12:00",12,2009-10-09,2009,10,40,"Friday",1010,9.7,27.3,42.1,39.9,34.1,16,594,13,43,1.5,1010,5.6,25.3,33.9,46.9,34.1,17,451,12,100,1.5,1009,12.8,38.3,57.9,34.4,38.9,21,269,11,53,1.1
"157","GR4","09/10/2009 13:00",1010,9.7,37.3,52.1,27.9,44.9,21,726,14,87,2,"13:00",13,2009-10-09,2009,10,40,"Friday",1010,5.9,32.5,41.6,33.4,42.5,18,696,14,110,1.8,1010,9.7,27.3,42.1,39.9,34.1,16,594,13,43,1.5,1010,5.6,25.3,33.9,46.9,34.1,17,451,12,100,1.5
"158","GR4","09/10/2009 14:00",1010,11.5,44,61.7,20.5,40.8,20,651,15,9,1.5,"14:00",14,2009-10-09,2009,10,40,"Friday",1010,9.7,37.3,52.1,27.9,44.9,21,726,14,87,2,1010,5.9,32.5,41.6,33.4,42.5,18,696,14,110,1.8,1010,9.7,27.3,42.1,39.9,34.1,16,594,13,43,1.5
"159","GR4","09/10/2009 15:00",1011,11.2,46.4,63.6,12.5,39.9,23,501,14,335,1.6,"15:00",15,2009-10-09,2009,10,40,"Friday",1010,11.5,44,61.7,20.5,40.8,20,651,15,9,1.5,1010,9.7,37.3,52.1,27.9,44.9,21,726,14,87,2,1010,5.9,32.5,41.6,33.4,42.5,18,696,14,110,1.8
"160","GR4","09/10/2009 16:00",1011,12.5,44,63.1,5.5,34.3,26,89,13,124,1.1,"16:00",16,2009-10-09,2009,10,40,"Friday",1011,11.2,46.4,63.6,12.5,39.9,23,501,14,335,1.6,1010,11.5,44,61.7,20.5,40.8,20,651,15,9,1.5,1010,9.7,37.3,52.1,27.9,44.9,21,726,14,87,2
"161","GR4","19/10/2009 09:00",1017,29.6,55.9,101.4,10,40.1,26,210,8,230,0.9,"09:00",9,2009-10-19,2009,10,42,"Monday",1018,120.7,71.7,256.79999,2,50.3,29,93,5,242,0.4,1018,98.5,63.1,214.2,1.5,42.5,25,41,3,263,0.2,1018,30.9,44,91.3,1,24.8,19,0,2,291,0
"162","GR4","19/10/2009 10:00",1017,3.7,23.9,29.6,37.9,24.4,16,244,10,223,0.6,"10:00",10,2009-10-19,2009,10,42,"Monday",1017,29.6,55.9,101.4,10,40.1,26,210,8,230,0.9,1018,120.7,71.7,256.79999,2,50.3,29,93,5,242,0.4,1018,98.5,63.1,214.2,1.5,42.5,25,41,3,263,0.2
"163","GR4","19/10/2009 11:00",1016,3.7,23,28.7,33.9,25.9,24,267,11,193,0.7,"11:00",11,2009-10-19,2009,10,42,"Monday",1017,3.7,23.9,29.6,37.9,24.4,16,244,10,223,0.6,1017,29.6,55.9,101.4,10,40.1,26,210,8,230,0.9,1018,120.7,71.7,256.79999,2,50.3,29,93,5,242,0.4
"164","GR4","19/10/2009 12:00",1016,3.7,15.8,21.5,42.4,27.1,18,408,11,226,0.9,"12:00",12,2009-10-19,2009,10,42,"Monday",1016,3.7,23,28.7,33.9,25.9,24,267,11,193,0.7,1017,3.7,23.9,29.6,37.9,24.4,16,244,10,223,0.6,1017,29.6,55.9,101.4,10,40.1,26,210,8,230,0.9
"165","GR4","19/10/2009 13:00",1015,9.7,19.6,34.4,36.4,29.8,22,342,11,263,1,"13:00",13,2009-10-19,2009,10,42,"Monday",1016,3.7,15.8,21.5,42.4,27.1,18,408,11,226,0.9,1016,3.7,23,28.7,33.9,25.9,24,267,11,193,0.7,1017,3.7,23.9,29.6,37.9,24.4,16,244,10,223,0.6
"166","GR4","19/10/2009 14:00",1014,2.5,13.9,17.7,45.4,23.2,16,322,11,271,1.2,"14:00",14,2009-10-19,2009,10,42,"Monday",1015,9.7,19.6,34.4,36.4,29.8,22,342,11,263,1,1016,3.7,15.8,21.5,42.4,27.1,18,408,11,226,0.9,1016,3.7,23,28.7,33.9,25.9,24,267,11,193,0.7
"167","GR4","19/10/2009 15:00",1014,3.4,16.3,21.5,45.9,20.7,16,381,11,233,0.8,"15:00",15,2009-10-19,2009,10,42,"Monday",1014,2.5,13.9,17.7,45.4,23.2,16,322,11,271,1.2,1015,9.7,19.6,34.4,36.4,29.8,22,342,11,263,1,1016,3.7,15.8,21.5,42.4,27.1,18,408,11,226,0.9
"168","GR4","19/10/2009 16:00",1013,2.5,23.4,27.3,40.4,23.6,17,58,10,242,0.6,"16:00",16,2009-10-19,2009,10,42,"Monday",1014,3.4,16.3,21.5,45.9,20.7,16,381,11,233,0.8,1014,2.5,13.9,17.7,45.4,23.2,16,322,11,271,1.2,1015,9.7,19.6,34.4,36.4,29.8,22,342,11,263,1
"169","GR4","20/10/2009 09:00",1007,10,22,37.3,17,32.4,20,47,10,119,0.4,"09:00",9,2009-10-20,2009,10,42,"Tuesday",1007,12.5,24.9,44,10.5,28.8,19,31,8,108,0.3,1008,15.9,32,56.4,5.5,30,20,6,8,89,0.4,1008,7.8,27.7,39.7,10.5,26.4,20,-2,7,43,0.1
"170","GR4","20/10/2009 10:00",1006,7.8,22,33.9,18,32.8,24,59,11,201,0.7,"10:00",10,2009-10-20,2009,10,42,"Tuesday",1007,10,22,37.3,17,32.4,20,47,10,119,0.4,1007,12.5,24.9,44,10.5,28.8,19,31,8,108,0.3,1008,15.9,32,56.4,5.5,30,20,6,8,89,0.4
"171","GR4","20/10/2009 11:00",1006,9,16.7,30.6,26.4,31.1,22,74,11,185,0.4,"11:00",11,2009-10-20,2009,10,42,"Tuesday",1006,7.8,22,33.9,18,32.8,24,59,11,201,0.7,1007,10,22,37.3,17,32.4,20,47,10,119,0.4,1007,12.5,24.9,44,10.5,28.8,19,31,8,108,0.3
"172","GR4","20/10/2009 12:00",1005,11.8,16.3,34.4,28.4,32.3,23,128,12,176,1.2,"12:00",12,2009-10-20,2009,10,42,"Tuesday",1006,9,16.7,30.6,26.4,31.1,22,74,11,185,0.4,1006,7.8,22,33.9,18,32.8,24,59,11,201,0.7,1007,10,22,37.3,17,32.4,20,47,10,119,0.4
"173","GR4","20/10/2009 13:00",1004,8.7,15.8,29.2,30.9,33.4,22,65,12,175,0.8,"13:00",13,2009-10-20,2009,10,42,"Tuesday",1005,11.8,16.3,34.4,28.4,32.3,23,128,12,176,1.2,1006,9,16.7,30.6,26.4,31.1,22,74,11,185,0.4,1006,7.8,22,33.9,18,32.8,24,59,11,201,0.7
"174","GR4","20/10/2009 14:00",1004,5,15.8,23.4,31.4,34.3,23,79,12,170,0.9,"14:00",14,2009-10-20,2009,10,42,"Tuesday",1004,8.7,15.8,29.2,30.9,33.4,22,65,12,175,0.8,1005,11.8,16.3,34.4,28.4,32.3,23,128,12,176,1.2,1006,9,16.7,30.6,26.4,31.1,22,74,11,185,0.4
"175","GR4","20/10/2009 15:00",1003,5.3,24.9,33,22.5,35.9,26,67,12,142,0.8,"15:00",15,2009-10-20,2009,10,42,"Tuesday",1004,5,15.8,23.4,31.4,34.3,23,79,12,170,0.9,1004,8.7,15.8,29.2,30.9,33.4,22,65,12,175,0.8,1005,11.8,16.3,34.4,28.4,32.3,23,128,12,176,1.2
"176","GR4","20/10/2009 16:00",1002,7.5,38.3,49.7,10.5,35.7,24,61,11,166,1,"16:00",16,2009-10-20,2009,10,42,"Tuesday",1003,5.3,24.9,33,22.5,35.9,26,67,12,142,0.8,1004,5,15.8,23.4,31.4,34.3,23,79,12,170,0.9,1004,8.7,15.8,29.2,30.9,33.4,22,65,12,175,0.8
"177","GR4","21/10/2009 09:00",990,23.1,44,79.4,4,24.6,21,57,10,129,2,"09:00",9,2009-10-21,2009,10,42,"Wednesday",991,34,46.9,99,3.5,29.3,24,58,8,117,1.8,991,30.2,43.5,89.9,1,25.7,21,20,7,103,1.8,991,14,38.3,59.8,2,24.7,20,-1,7,109,1.9
"178","GR4","21/10/2009 10:00",990,29.6,44.9,90.4,4.5,29.9,24,66,10,129,1.9,"10:00",10,2009-10-21,2009,10,42,"Wednesday",990,23.1,44,79.4,4,24.6,21,57,10,129,2,991,34,46.9,99,3.5,29.3,24,58,8,117,1.8,991,30.2,43.5,89.9,1,25.7,21,20,7,103,1.8
"179","GR4","21/10/2009 11:00",990,8.4,36.3,49.2,18.5,20.7,18,86,11,132,2.8,"11:00",11,2009-10-21,2009,10,42,"Wednesday",990,29.6,44.9,90.4,4.5,29.9,24,66,10,129,1.9,990,23.1,44,79.4,4,24.6,21,57,10,129,2,991,34,46.9,99,3.5,29.3,24,58,8,117,1.8
"180","GR4","21/10/2009 12:00",989,6.9,31.6,42.1,20.5,20.4,17,73,12,132,3.1,"12:00",12,2009-10-21,2009,10,42,"Wednesday",990,8.4,36.3,49.2,18.5,20.7,18,86,11,132,2.8,990,29.6,44.9,90.4,4.5,29.9,24,66,10,129,1.9,990,23.1,44,79.4,4,24.6,21,57,10,129,2
"181","GR4","21/10/2009 13:00",988,6.9,31.6,42.1,23.4,17.8,15,120,12,140,3.4,"13:00",13,2009-10-21,2009,10,42,"Wednesday",989,6.9,31.6,42.1,20.5,20.4,17,73,12,132,3.1,990,8.4,36.3,49.2,18.5,20.7,18,86,11,132,2.8,990,29.6,44.9,90.4,4.5,29.9,24,66,10,129,1.9
"182","GR4","21/10/2009 14:00",988,5,31.6,39.2,30.4,16.2,14,223,13,141,2.8,"14:00",14,2009-10-21,2009,10,42,"Wednesday",988,6.9,31.6,42.1,23.4,17.8,15,120,12,140,3.4,989,6.9,31.6,42.1,20.5,20.4,17,73,12,132,3.1,990,8.4,36.3,49.2,18.5,20.7,18,86,11,132,2.8
"183","GR4","21/10/2009 15:00",988,5.9,35.9,44.9,24.9,18.3,16,47,12,104,2,"15:00",15,2009-10-21,2009,10,42,"Wednesday",988,5,31.6,39.2,30.4,16.2,14,223,13,141,2.8,988,6.9,31.6,42.1,23.4,17.8,15,120,12,140,3.4,989,6.9,31.6,42.1,20.5,20.4,17,73,12,132,3.1
"184","GR4","21/10/2009 16:00",989,4.4,40.6,47.3,19,19.7,18,9,12,127,1.7,"16:00",16,2009-10-21,2009,10,42,"Wednesday",988,5.9,35.9,44.9,24.9,18.3,16,47,12,104,2,988,5,31.6,39.2,30.4,16.2,14,223,13,141,2.8,988,6.9,31.6,42.1,23.4,17.8,15,120,12,140,3.4
"185","GR4","22/10/2009 09:00",989,7.8,18.2,30.1,31.4,24,16,38,12,117,0.6,"09:00",9,2009-10-22,2009,10,42,"Thursday",988,19.3,37.3,66.9,12.5,26.4,20,39,12,97,0.5,988,70.2,53.5,161.10001,2,26.7,22,15,12,119,0.3,988,29,42.6,87,2,24.7,22,-1,12,123,0.3
"186","GR4","22/10/2009 10:00",988,7.2,12.9,23.9,42.4,30,16,60,13,109,0.5,"10:00",10,2009-10-22,2009,10,42,"Thursday",989,7.8,18.2,30.1,31.4,24,16,38,12,117,0.6,988,19.3,37.3,66.9,12.5,26.4,20,39,12,97,0.5,988,70.2,53.5,161.10001,2,26.7,22,15,12,119,0.3
"187","GR4","22/10/2009 11:00",988,3.1,11,15.8,51.4,24.3,16,70,13,120,1,"11:00",11,2009-10-22,2009,10,42,"Thursday",988,7.2,12.9,23.9,42.4,30,16,60,13,109,0.5,989,7.8,18.2,30.1,31.4,24,16,38,12,117,0.6,988,19.3,37.3,66.9,12.5,26.4,20,39,12,97,0.5
"188","GR4","22/10/2009 12:00",988,2.5,7.7,11.5,57.4,20.6,16,48,13,133,1.1,"12:00",12,2009-10-22,2009,10,42,"Thursday",988,3.1,11,15.8,51.4,24.3,16,70,13,120,1,988,7.2,12.9,23.9,42.4,30,16,60,13,109,0.5,989,7.8,18.2,30.1,31.4,24,16,38,12,117,0.6
"189","GR4","22/10/2009 13:00",988,3.7,7.7,13.4,56.4,20,15,51,13,129,1.2,"13:00",13,2009-10-22,2009,10,42,"Thursday",988,2.5,7.7,11.5,57.4,20.6,16,48,13,133,1.1,988,3.1,11,15.8,51.4,24.3,16,70,13,120,1,988,7.2,12.9,23.9,42.4,30,16,60,13,109,0.5
"190","GR4","22/10/2009 14:00",987,2.2,11.5,14.8,52.4,25,18,41,12,138,1.4,"14:00",14,2009-10-22,2009,10,42,"Thursday",988,3.7,7.7,13.4,56.4,20,15,51,13,129,1.2,988,2.5,7.7,11.5,57.4,20.6,16,48,13,133,1.1,988,3.1,11,15.8,51.4,24.3,16,70,13,120,1
"191","GR4","22/10/2009 15:00",987,5.6,21,29.6,38.9,29.8,19,18,12,124,1.2,"15:00",15,2009-10-22,2009,10,42,"Thursday",987,2.2,11.5,14.8,52.4,25,18,41,12,138,1.4,988,3.7,7.7,13.4,56.4,20,15,51,13,129,1.2,988,2.5,7.7,11.5,57.4,20.6,16,48,13,133,1.1
"192","GR4","22/10/2009 16:00",987,2.5,24.9,28.7,34.9,27.2,19,6,12,128,1.1,"16:00",16,2009-10-22,2009,10,42,"Thursday",987,5.6,21,29.6,38.9,29.8,19,18,12,124,1.2,987,2.2,11.5,14.8,52.4,25,18,41,12,138,1.4,988,3.7,7.7,13.4,56.4,20,15,51,13,129,1.2
"193","GR4","23/10/2009 09:00",989,6.5,17.7,27.7,39.9,25.7,11,256,13,177,0.9,"09:00",9,2009-10-23,2009,10,42,"Friday",989,18.4,34.9,63.1,18.5,24.6,12,91,11,131,1.4,989,26.5,34.9,75.5,1,19.7,13,26,9,94,1,988,4.7,21.5,28.7,1,13.4,12,0,9,117,0.6
"194","GR4","23/10/2009 10:00",990,5,16.3,23.9,42.4,23.5,15,378,15,184,1,"10:00",10,2009-10-23,2009,10,42,"Friday",989,6.5,17.7,27.7,39.9,25.7,11,256,13,177,0.9,989,18.4,34.9,63.1,18.5,24.6,12,91,11,131,1.4,989,26.5,34.9,75.5,1,19.7,13,26,9,94,1
"195","GR4","23/10/2009 11:00",990,4.7,17.2,24.4,43.4,23.6,14,350,15,140,1.6,"11:00",11,2009-10-23,2009,10,42,"Friday",990,5,16.3,23.9,42.4,23.5,15,378,15,184,1,989,6.5,17.7,27.7,39.9,25.7,11,256,13,177,0.9,989,18.4,34.9,63.1,18.5,24.6,12,91,11,131,1.4
"196","GR4","23/10/2009 12:00",990,6.5,17.2,27.3,44.9,22.3,17,508,15,152,1.5,"12:00",12,2009-10-23,2009,10,42,"Friday",990,4.7,17.2,24.4,43.4,23.6,14,350,15,140,1.6,990,5,16.3,23.9,42.4,23.5,15,378,15,184,1,989,6.5,17.7,27.7,39.9,25.7,11,256,13,177,0.9
"197","GR4","23/10/2009 13:00",990,5.3,13.9,22,47.9,22.4,15,492,15,136,2.3,"13:00",13,2009-10-23,2009,10,42,"Friday",990,6.5,17.2,27.3,44.9,22.3,17,508,15,152,1.5,990,4.7,17.2,24.4,43.4,23.6,14,350,15,140,1.6,990,5,16.3,23.9,42.4,23.5,15,378,15,184,1
"198","GR4","23/10/2009 14:00",991,5,16.3,23.9,45.9,16.8,10,399,15,131,2,"14:00",14,2009-10-23,2009,10,42,"Friday",990,5.3,13.9,22,47.9,22.4,15,492,15,136,2.3,990,6.5,17.2,27.3,44.9,22.3,17,508,15,152,1.5,990,4.7,17.2,24.4,43.4,23.6,14,350,15,140,1.6
"199","GR4","23/10/2009 15:00",991,5,24.4,32,33.4,20.2,15,177,14,159,0.9,"15:00",15,2009-10-23,2009,10,42,"Friday",991,5,16.3,23.9,45.9,16.8,10,399,15,131,2,990,5.3,13.9,22,47.9,22.4,15,492,15,136,2.3,990,6.5,17.2,27.3,44.9,22.3,17,508,15,152,1.5
"200","GR4","23/10/2009 16:00",992,5,38.7,46.4,12.5,23.2,14,14,13,144,0.8,"16:00",16,2009-10-23,2009,10,42,"Friday",991,5,24.4,32,33.4,20.2,15,177,14,159,0.9,991,5,16.3,23.9,45.9,16.8,10,399,15,131,2,990,5.3,13.9,22,47.9,22.4,15,492,15,136,2.3
"201","GR4","07/12/2009 09:00",984,2.2,9.1,12.4,51.9,20.7,10,11,10,227,3.1,"09:00",9,2009-12-07,2009,12,49,"Monday",983,4.4,16.7,23.4,48.4,22.1,12,1,12,190,2.7,983,1.6,14.8,17.2,49.4,23.6,9,-2,12,208,2.7,983,1.2,11,12.9,50.4,23.2,14,-2,12,204,3.5
"202","GR4","07/12/2009 10:00",985,1.6,6.2,8.6,52.4,23.4,11,53,10,209,3.4,"10:00",10,2009-12-07,2009,12,49,"Monday",984,2.2,9.1,12.4,51.9,20.7,10,11,10,227,3.1,983,4.4,16.7,23.4,48.4,22.1,12,1,12,190,2.7,983,1.6,14.8,17.2,49.4,23.6,9,-2,12,208,2.7
"203","GR4","07/12/2009 11:00",987,1.2,5.7,7.7,52.4,20.3,11,207,10,208,3.7,"11:00",11,2009-12-07,2009,12,49,"Monday",985,1.6,6.2,8.6,52.4,23.4,11,53,10,209,3.4,984,2.2,9.1,12.4,51.9,20.7,10,11,10,227,3.1,983,4.4,16.7,23.4,48.4,22.1,12,1,12,190,2.7
"204","GR4","07/12/2009 12:00",988,1.9,5.7,8.6,49.9,22,11,158,11,207,4.4,"12:00",12,2009-12-07,2009,12,49,"Monday",987,1.2,5.7,7.7,52.4,20.3,11,207,10,208,3.7,985,1.6,6.2,8.6,52.4,23.4,11,53,10,209,3.4,984,2.2,9.1,12.4,51.9,20.7,10,11,10,227,3.1
"205","GR4","07/12/2009 13:00",989,0.9,7.7,9.1,48.9,19.1,11,392,11,217,4,"13:00",13,2009-12-07,2009,12,49,"Monday",988,1.9,5.7,8.6,49.9,22,11,158,11,207,4.4,987,1.2,5.7,7.7,52.4,20.3,11,207,10,208,3.7,985,1.6,6.2,8.6,52.4,23.4,11,53,10,209,3.4
"206","GR4","07/12/2009 14:00",990,1.6,10,12.4,47.4,22.7,12,274,11,229,3.9,"14:00",14,2009-12-07,2009,12,49,"Monday",989,0.9,7.7,9.1,48.9,19.1,11,392,11,217,4,988,1.9,5.7,8.6,49.9,22,11,158,11,207,4.4,987,1.2,5.7,7.7,52.4,20.3,11,207,10,208,3.7
"207","GR4","07/12/2009 15:00",991,1.6,11,13.4,48.9,21.1,12,85,10,214,3.3,"15:00",15,2009-12-07,2009,12,49,"Monday",990,1.6,10,12.4,47.4,22.7,12,274,11,229,3.9,989,0.9,7.7,9.1,48.9,19.1,11,392,11,217,4,988,1.9,5.7,8.6,49.9,22,11,158,11,207,4.4
"208","GR4","07/12/2009 16:00",991,1.2,11.5,13.4,55.4,17.3,12,-1,9,200,3,"16:00",16,2009-12-07,2009,12,49,"Monday",991,1.6,11,13.4,48.9,21.1,12,85,10,214,3.3,990,1.6,10,12.4,47.4,22.7,12,274,11,229,3.9,989,0.9,7.7,9.1,48.9,19.1,11,392,11,217,4
"209","GR4","08/12/2009 09:00",993,15.9,49.2,73.6,14.5,21.4,13,37,10,200,1.7,"09:00",9,2009-12-08,2009,12,49,"Tuesday",993,18.4,57.4,85.6,8,20.4,13,7,10,238,1.3,994,10.6,50.2,66.5,13,20.4,10,-2,9,211,1.3,994,6.5,40.2,50.2,19,14.9,11,-2,9,189,0.9
"210","GR4","08/12/2009 10:00",992,9.7,39.2,54,24.9,23.1,10,50,11,205,1.9,"10:00",10,2009-12-08,2009,12,49,"Tuesday",993,15.9,49.2,73.6,14.5,21.4,13,37,10,200,1.7,993,18.4,57.4,85.6,8,20.4,13,7,10,238,1.3,994,10.6,50.2,66.5,13,20.4,10,-2,9,211,1.3
"211","GR4","08/12/2009 11:00",991,9,38.3,52.1,28.4,27.7,15,78,11,171,1.9,"11:00",11,2009-12-08,2009,12,49,"Tuesday",992,9.7,39.2,54,24.9,23.1,10,50,11,205,1.9,993,15.9,49.2,73.6,14.5,21.4,13,37,10,200,1.7,993,18.4,57.4,85.6,8,20.4,13,7,10,238,1.3
"212","GR4","08/12/2009 12:00",990,7.5,31.1,42.6,37.4,27.4,13,74,11,198,1.8,"12:00",12,2009-12-08,2009,12,49,"Tuesday",991,9,38.3,52.1,28.4,27.7,15,78,11,171,1.9,992,9.7,39.2,54,24.9,23.1,10,50,11,205,1.9,993,15.9,49.2,73.6,14.5,21.4,13,37,10,200,1.7
"213","GR4","08/12/2009 13:00",989,7.5,30.1,41.6,30.9,29.8,13,29,10,199,1.5,"13:00",13,2009-12-08,2009,12,49,"Tuesday",990,7.5,31.1,42.6,37.4,27.4,13,74,11,198,1.8,991,9,38.3,52.1,28.4,27.7,15,78,11,171,1.9,992,9.7,39.2,54,24.9,23.1,10,50,11,205,1.9
"214","GR4","08/12/2009 14:00",989,7.2,40.6,51.6,17,31.8,14,19,10,174,1.5,"14:00",14,2009-12-08,2009,12,49,"Tuesday",989,7.5,30.1,41.6,30.9,29.8,13,29,10,199,1.5,990,7.5,31.1,42.6,37.4,27.4,13,74,11,198,1.8,991,9,38.3,52.1,28.4,27.7,15,78,11,171,1.9
"215","GR4","08/12/2009 15:00",988,7.2,44.5,55.5,14,37.7,23,4,10,181,1.5,"15:00",15,2009-12-08,2009,12,49,"Tuesday",989,7.2,40.6,51.6,17,31.8,14,19,10,174,1.5,989,7.5,30.1,41.6,30.9,29.8,13,29,10,199,1.5,990,7.5,31.1,42.6,37.4,27.4,13,74,11,198,1.8
"216","GR4","08/12/2009 16:00",987,4.1,29.6,35.9,34.4,27.8,16,-2,9,166,2,"16:00",16,2009-12-08,2009,12,49,"Tuesday",988,7.2,44.5,55.5,14,37.7,23,4,10,181,1.5,989,7.2,40.6,51.6,17,31.8,14,19,10,174,1.5,989,7.5,30.1,41.6,30.9,29.8,13,29,10,199,1.5
"217","GR4","09/12/2009 09:00",1003,22.5,52.6,87,11.5,34.7,15,119,7,241,1.9,"09:00",9,2009-12-09,2009,12,49,"Wednesday",1002,30.6,45.9,92.8,3,30.5,16,19,6,229,2,1001,14.7,44,66.5,2.5,26.7,15,-2,6,232,1.9,1000,9.7,38.7,53.5,6,24.5,14,-3,6,234,1.7
"218","GR4","09/12/2009 10:00",1003,7.5,32,43.5,36.4,33.9,12,150,8,232,1.6,"10:00",10,2009-12-09,2009,12,49,"Wednesday",1003,22.5,52.6,87,11.5,34.7,15,119,7,241,1.9,1002,30.6,45.9,92.8,3,30.5,16,19,6,229,2,1001,14.7,44,66.5,2.5,26.7,15,-2,6,232,1.9
"219","GR4","09/12/2009 11:00",1004,5.9,31.1,40.2,35.4,37.6,15,95,8,241,2,"11:00",11,2009-12-09,2009,12,49,"Wednesday",1003,7.5,32,43.5,36.4,33.9,12,150,8,232,1.6,1003,22.5,52.6,87,11.5,34.7,15,119,7,241,1.9,1002,30.6,45.9,92.8,3,30.5,16,19,6,229,2
"220","GR4","09/12/2009 12:00",1004,7.2,29.2,40.2,41.4,35.9,19,132,9,215,2.3,"12:00",12,2009-12-09,2009,12,49,"Wednesday",1004,5.9,31.1,40.2,35.4,37.6,15,95,8,241,2,1003,7.5,32,43.5,36.4,33.9,12,150,8,232,1.6,1003,22.5,52.6,87,11.5,34.7,15,119,7,241,1.9
"221","GR4","09/12/2009 13:00",1004,5.3,29.6,37.8,35.9,41.2,23,101,9,214,1.4,"13:00",13,2009-12-09,2009,12,49,"Wednesday",1004,7.2,29.2,40.2,41.4,35.9,19,132,9,215,2.3,1004,5.9,31.1,40.2,35.4,37.6,15,95,8,241,2,1003,7.5,32,43.5,36.4,33.9,12,150,8,232,1.6
"222","GR4","09/12/2009 14:00",1004,15.9,44,68.4,16,39.5,23,46,9,171,0.2,"14:00",14,2009-12-09,2009,12,49,"Wednesday",1004,5.3,29.6,37.8,35.9,41.2,23,101,9,214,1.4,1004,7.2,29.2,40.2,41.4,35.9,19,132,9,215,2.3,1004,5.9,31.1,40.2,35.4,37.6,15,95,8,241,2
"223","GR4","09/12/2009 15:00",1004,9,48.8,62.6,6,39.3,22,9,9,172,0.6,"15:00",15,2009-12-09,2009,12,49,"Wednesday",1004,15.9,44,68.4,16,39.5,23,46,9,171,0.2,1004,5.3,29.6,37.8,35.9,41.2,23,101,9,214,1.4,1004,7.2,29.2,40.2,41.4,35.9,19,132,9,215,2.3
"224","GR4","09/12/2009 16:00",1004,12.5,56.4,75.5,2.5,39.8,22,-2,9,190,1,"16:00",16,2009-12-09,2009,12,49,"Wednesday",1004,9,48.8,62.6,6,39.3,22,9,9,172,0.6,1004,15.9,44,68.4,16,39.5,23,46,9,171,0.2,1004,5.3,29.6,37.8,35.9,41.2,23,101,9,214,1.4
"225","GR4","10/12/2009 09:00",1009,20,56.9,87.5,9,22.6,13,64,10,203,1.1,"09:00",9,2009-12-10,2009,12,49,"Thursday",1009,18.1,61.2,88.9,6.5,21.1,13,18,9,205,0.2,1008,5.9,54,63.1,11,17.3,12,-2,10,204,0.5,1008,1.2,42.1,44,18.5,20.6,8,-2,10,205,0.6
"226","GR4","10/12/2009 10:00",1010,23.4,54.5,90.4,12.5,24.5,12,99,11,200,1.3,"10:00",10,2009-12-10,2009,12,49,"Thursday",1009,20,56.9,87.5,9,22.6,13,64,10,203,1.1,1009,18.1,61.2,88.9,6.5,21.1,13,18,9,205,0.2,1008,5.9,54,63.1,11,17.3,12,-2,10,204,0.5
"227","GR4","10/12/2009 11:00",1010,11.5,43.5,61.2,29.9,21.3,14,90,11,212,1.6,"11:00",11,2009-12-10,2009,12,49,"Thursday",1010,23.4,54.5,90.4,12.5,24.5,12,99,11,200,1.3,1009,20,56.9,87.5,9,22.6,13,64,10,203,1.1,1009,18.1,61.2,88.9,6.5,21.1,13,18,9,205,0.2
"228","GR4","10/12/2009 12:00",1010,4.7,26.3,33.5,35.9,17.8,11,107,12,211,1.1,"12:00",12,2009-12-10,2009,12,49,"Thursday",1010,11.5,43.5,61.2,29.9,21.3,14,90,11,212,1.6,1010,23.4,54.5,90.4,12.5,24.5,12,99,11,200,1.3,1009,20,56.9,87.5,9,22.6,13,64,10,203,1.1
