"","Site","Time","NO","NO2","NOX","PM10","PM2.5","SOLR","WDIR","WSPD"
"1","HR1","25/04/2012 05:00",1.3,21.4,23.3,18,16,27,60,1.6
"2","HR1","25/04/2012 06:00",1.4,16.7,18.9,11,4,71,62,1.8
"3","HR1","25/04/2012 07:00",1.9,28.4,31.2,7.2,4,63,65,1.7
"4","HR1","25/04/2012 08:00",3,30.9,35.4,10.1,4,87,71,2.2
"5","HR1","25/04/2012 09:00",3.2,30.7,35.6,7.9,1,120,82,2.6
"6","HR1","25/04/2012 10:00",2.5,23.8,27.7,8.4,7,16,91,2.4
"7","HR1","25/04/2012 11:00",2.5,15.5,19.2,13.4,9,377,75,1.7
"8","HR1","25/04/2012 12:00",2.4,13.6,17.3,8.2,8,109,79,1.7
"9","HR1","25/04/2012 13:00",3.2,19.6,24.5,8.3,9,205,81,1.7
"10","HR1","25/04/2012 14:00",3.5,28.9,34.3,13.1,8,133,89,2.8
"11","HR1","25/04/2012 15:00",3.4,21.5,26.7,15.9,11,39,93,2.6
"12","HR1","25/04/2012 16:00",1.6,13.2,15.6,17,11,29,90,3.4
"13","HR1","25/04/2012 17:00",1,11.5,13,13.5,14,6,88,2.6
"14","HR1","25/04/2012 18:00",1,10.6,12,12.6,10,5,88,2.5
"15","HR1","25/04/2012 19:00",0.9,9.2,10.6,9.4,11,5,88,2.5
"16","HR1","25/04/2012 20:00",0.3,8.3,8.7,11.1,6,6,92,2.7
"17","HR1","25/04/2012 21:00",0.3,5.9,6.4,10.3,9,6,91,2.8
"18","HR1","25/04/2012 22:00",0.4,3.8,4.3,11.8,12,6,96,2.1
"19","HR1","25/04/2012 23:00",0.4,3.2,3.8,15.4,11,6,92,1.8
"20","HR1","26/04/2012 00:00",0.4,2.7,3.4,13.4,4,6,87,2.2
"21","HR1","26/04/2012 01:00",0.5,4.1,4.8,10.2,5,6,93,2.5
"22","HR1","26/04/2012 02:00",0.5,3.1,3.8,11.2,13,6,103,1.2
"23","HR1","26/04/2012 03:00",0.2,4.2,4.6,9.4,5,70,104,1.3
"24","HR1","26/04/2012 04:00",0.6,8.6,9.5,5.8,2,62,98,1.6
"25","HR1","26/04/2012 05:00",1.5,16.9,19.1,8.1,3,120,96,1.7
"26","HR1","26/04/2012 06:00",2.5,22.3,26.1,4,0,293,104,1.8
"27","HR1","26/04/2012 07:00",3.5,24.6,30.1,7.3,5,516,104,2.1
"28","HR1","26/04/2012 08:00",2.4,13.9,17.5,12,14,377,107,2.1
"29","HR1","26/04/2012 09:00",2.2,9.6,13,8.1,8,377,107,2.1
"30","HR1","26/04/2012 10:00",1.9,7.8,10.7,12.4,7,534,107,2.3
"31","HR1","26/04/2012 11:00",2.1,9.7,12.8,15.1,3,156,108,1.9
"32","HR1","26/04/2012 12:00",1.7,7.2,9.9,7.8,9,173,112,2
"33","HR1","26/04/2012 13:00",1.2,7,8.8,13.1,3,238,106,2.2
"34","HR1","26/04/2012 14:00",1.1,9.3,11,16.5,12,197,109,1.7
"35","HR1","26/04/2012 15:00",1,8.9,10.5,11.8,6,124,102,1.8
"36","HR1","26/04/2012 16:00",1.3,10.6,12.7,12,8,21,103,1.8
"37","HR1","26/04/2012 17:00",0.8,12.8,14,15.7,12,6,102,1.7
"38","HR1","26/04/2012 18:00",0.5,15.3,16.1,14.5,7,6,102,1.8
"39","HR1","26/04/2012 19:00",0.7,14.8,15.9,12.8,7,6,106,1.6
"40","HR1","26/04/2012 20:00",0.5,14,14.8,15.4,10,6,109,1.4
"41","HR1","26/04/2012 21:00",0.5,15.3,16,15.8,9,6,105,1.3
"42","HR1","26/04/2012 22:00",0.8,11.4,12.5,12.8,5,6,107,1.3
"43","HR1","26/04/2012 23:00",0.6,8.4,9.3,12.3,9,6,107,1.3
"44","HR1","27/04/2012 00:00",0.9,5.1,6.5,13.1,11,6,107,1
"45","HR1","27/04/2012 01:00",0.9,6.8,8.2,12.3,13,6,109,1
"46","HR1","27/04/2012 02:00",0.8,6.4,7.7,12.3,3,6,97,1.3
"47","HR1","27/04/2012 03:00",0.7,8.4,9.5,13.4,8,8,97,1.2
"48","HR1","27/04/2012 04:00",1.3,11.8,13.8,16.1,6,8,97,1.2
"49","HR1","27/04/2012 05:00",1.1,18,19.7,15.8,2,154,107,1.1
"50","HR1","27/04/2012 06:00",2.1,21.1,24.3,14.2,11,399,104,1.2
"51","HR1","27/04/2012 07:00",4.1,27,33.3,8.6,11,358,108,0.9
"52","HR1","27/04/2012 08:00",4.1,25.6,32,13.6,9,396,99,1.7
"53","HR1","27/04/2012 09:00",3.4,18.2,23.4,10.7,5,59,129,1
"54","HR1","27/04/2012 10:00",2.8,11.7,16,3.8,12,29,103,1.2
"55","HR1","27/04/2012 11:00",1.5,11.5,13.8,11.6,9,386,104,1.1
"56","HR1","27/04/2012 12:00",2.2,18.8,22.1,11.3,7,520,106,1.5
"57","HR1","27/04/2012 13:00",3.6,13.5,19.1,10.9,7,82,82,1.1
"58","HR1","27/04/2012 14:00",2.8,10.1,14.5,10.9,8,91,32,0.9
"59","HR1","27/04/2012 15:00",3.3,23.8,28.9,12.6,11,155,22,1.2
"60","HR1","27/04/2012 16:00",2.4,25.3,29,11,7,22,20,1.2
"61","HR1","27/04/2012 17:00",2.8,25.4,29.8,7.5,5,6,20,0.9
"62","HR1","27/04/2012 18:00",3.3,42.2,47.1,9.3,7,6,24,0.9
"63","HR1","27/04/2012 19:00",1.8,27.4,30.1,10.1,11,6,26,0.7
"64","HR1","27/04/2012 20:00",1.5,25.4,27.7,8.9,8,6,16,1
"65","HR1","27/04/2012 21:00",2.3,28.2,31.7,9.2,9,6,16,1
"66","HR1","27/04/2012 22:00",1.2,22,23.8,10,14,6,16,1
"67","HR1","27/04/2012 23:00",1.8,18.9,21.6,14.1,16,6,18,1.5
"68","HR1","28/04/2012 00:00",0.6,10.5,11.3,13,16,6,19,1.5
"69","HR1","28/04/2012 01:00",1,8,9.5,14.9,15,6,20,1.8
"70","HR1","28/04/2012 02:00",0.7,6.9,8,17.6,20,6,21,1.4
"71","HR1","28/04/2012 03:00",0.7,4.2,5.3,16.4,20,6,21,1.6
"72","HR1","28/04/2012 04:00",0.6,5.6,6.5,15.2,11,6,21,1.6
"73","HR1","28/04/2012 05:00",1.2,9.3,11.1,17,7,43,22,1.8
"74","HR1","28/04/2012 06:00",1.3,11,13.1,15.2,11,41,22,1.7
"75","HR1","28/04/2012 07:00",1.6,15.9,18.4,13.3,15,61,20,1.6
"76","HR1","28/04/2012 08:00",1.9,18.7,21.7,16.1,9,135,21,1.8
"77","HR1","28/04/2012 09:00",1.9,13.6,16.6,10.6,7,88,19,2.1
"78","HR1","28/04/2012 10:00",2.2,12.2,15.5,10.8,7,72,19,1.9
"79","HR1","28/04/2012 11:00",1.6,11.2,13.6,8.9,5,192,22,2.2
"80","HR1","28/04/2012 12:00",2.2,13.5,16.9,8.1,9,71,21,2.3
"81","HR1","28/04/2012 13:00",1.2,9.3,11.1,9.1,10,128,22,2.1
"82","HR1","28/04/2012 14:00",1.3,9.7,11.6,12.2,11,65,23,2.9
"83","HR1","28/04/2012 15:00",1.4,13.1,15.3,10.9,10,30,20,2.5
"84","HR1","28/04/2012 16:00",1.1,9.1,10.8,9.6,9,10,20,2.7
"85","HR1","28/04/2012 17:00",1.2,7.5,9.3,7.1,6,8,19,3
"86","HR1","28/04/2012 18:00",1,6.4,8,7.4,4,8,19,3
"87","HR1","28/04/2012 19:00",0.5,5,5.8,7.6,5,5,20,3.1
"88","HR1","28/04/2012 20:00",0.9,2.7,4.1,7.1,5,6,19,2.7
"89","HR1","28/04/2012 21:00",0.8,1.9,3.1,6.7,5,6,21,2.7
"90","HR1","28/04/2012 22:00",0.9,1.4,2.7,7,4,6,21,3.1
"91","HR1","28/04/2012 23:00",0.8,2.6,3.8,6.6,4,6,21,3.6
"92","HR1","29/04/2012 00:00",0.6,1.4,2.3,5.9,1,6,20,3.5
"93","HR1","29/04/2012 01:00",0.4,2.6,3.1,2.8,3,6,23,3.6
"94","HR1","29/04/2012 02:00",0.6,1.5,2.4,6,9,6,22,3.3
"95","HR1","29/04/2012 03:00",0.6,1.4,2.2,6.2,2,6,23,3.2
"96","HR1","29/04/2012 04:00",0.7,2.2,3.3,4.6,5,6,23,3.2
"97","HR1","29/04/2012 05:00",1.3,2.2,4.1,3.2,10,59,21,3.4
"98","HR1","29/04/2012 06:00",1,2.7,4.3,9.4,5,63,22,3.4
"99","HR1","29/04/2012 07:00",1.1,4.6,6.3,7.5,4,84,22,3.3
"100","HR1","29/04/2012 08:00",1.4,5.6,7.8,9.4,3,60,25,3.5
"101","HR1","29/04/2012 09:00",1.2,6.2,8.1,9.5,7,68,31,2.8
"102","HR1","29/04/2012 10:00",1.4,7.1,9.2,15.4,3,65,34,1.8
"103","HR1","29/04/2012 11:00",1.5,9.5,11.8,12.2,13,116,46,1.2
"104","HR1","29/04/2012 12:00",1.8,14.8,17.5,13,5,124,48,0.8
"105","HR1","29/04/2012 13:00",5.5,23,31.5,17.9,17,233,74,2.3
"106","HR1","29/04/2012 14:00",4.9,22.2,29.7,21.1,15,60,74,2.4
"107","HR1","29/04/2012 15:00",2.2,10.7,14.1,4.9,10,139,81,1.9
"108","HR1","29/04/2012 16:00",1.2,7.5,9.2,4.2,10,23,77,2
"109","HR1","29/04/2012 17:00",1,6.7,8.3,7.4,7,11,74,1.5
"110","HR1","29/04/2012 18:00",0.6,9.1,10,10.3,4,11,74,1.5
"111","HR1","29/04/2012 19:00",0.8,12.1,13.3,9,7,6,73,1.6
"112","HR1","29/04/2012 20:00",0.6,19.4,20.3,10.4,10,6,67,1.1
"113","HR1","29/04/2012 21:00",0.9,12.5,13.9,8.4,8,6,58,0.9
"114","HR1","29/04/2012 22:00",0.7,18.7,19.8,9.6,8,6,72,1.5
"115","HR1","29/04/2012 23:00",0.9,18.7,20,10,9,6,79,1.8
"116","HR1","30/04/2012 00:00",0.9,9.1,10.5,7.6,9,6,74,2
"117","HR1","30/04/2012 01:00",0.7,7.4,8.4,6.8,6,6,70,1.6
"118","HR1","30/04/2012 02:00",0.8,5.8,7,5.8,5,8,66,1.2
"119","HR1","30/04/2012 03:00",0.5,7.8,8.6,8.3,6,12,63,1.3
"120","HR1","30/04/2012 04:00",1,15.5,17,8.5,7,12,63,1.3
"121","HR1","30/04/2012 05:00",4.1,27.4,33.7,7.8,8,387,67,1.5
"122","HR1","30/04/2012 06:00",4.8,26.7,34.1,10.4,10,420,66,1.7
"123","HR1","30/04/2012 07:00",5.9,22.3,31.3,13.7,7,676,74,2.1
"124","HR1","30/04/2012 08:00",4.5,17.8,24.7,18.5,9,769,65,1.4
"125","HR1","30/04/2012 09:00",2.8,10.1,14.3,10,7,748,60,1.6
"126","HR1","30/04/2012 10:00",2.2,10.5,13.9,13.7,8,586,47,1.5
"127","HR1","30/04/2012 11:00",2.5,9,12.9,10.9,12,563,47,1.4
"128","HR1","30/04/2012 12:00",2.9,10.4,14.7,9.9,9,586,50,1.5
"129","HR1","30/04/2012 13:00",2.4,11.7,15.4,13.9,7,514,43,1.8
"130","HR1","30/04/2012 14:00",2.3,10.2,13.8,15.2,8,308,34,2.4
"131","HR1","30/04/2012 15:00",1.6,10.9,13.4,13.3,15,220,41,2
"132","HR1","30/04/2012 16:00",1.7,10.5,13,11.8,8,51,34,2.5
"133","HR1","30/04/2012 17:00",1.7,14.3,16.9,15.4,8,17,32,2.1
"134","HR1","30/04/2012 18:00",1.4,18.5,20.6,17,12,17,32,2.1
"135","HR1","30/04/2012 19:00",1.2,20.1,22,16,15,6,20,1.5
"136","HR1","30/04/2012 20:00",0.8,13.4,14.6,15.4,15,6,20,1.9
"137","HR1","30/04/2012 21:00",0.8,18,19.2,15.5,4,6,29,2.2
"138","HR1","30/04/2012 22:00",0.6,12.3,13.2,21.6,18,5,24,2.8
"139","HR1","30/04/2012 23:00",0.1,6.7,6.9,23.1,13,6,33,2.5
"140","HR1","01/05/2012 00:00",0.7,5,6.1,18.5,19,6,34,2.3
"141","HR1","01/05/2012 01:00",0.1,4.1,4.2,16.9,16,6,29,2.2
"142","HR1","01/05/2012 02:00",0.6,4.9,5.9,18,12,6,31,1.8
"143","HR1","01/05/2012 03:00",0.4,5.9,6.5,18.3,15,5,32,2.1
"144","HR1","01/05/2012 04:00",0.6,7,7.9,15.9,9,5,32,2.1
"145","HR1","01/05/2012 05:00",0.9,16.3,17.8,12.3,9,48,29,1.3
"146","HR1","01/05/2012 06:00",2,22.8,25.8,14.8,16,35,40,1.2
"147","HR1","01/05/2012 07:00",3,34.5,39.1,14.8,12,59,50,0.8
"148","HR1","01/05/2012 08:00",2.6,31.9,35.9,23.7,13,95,44,0.9
"149","HR1","01/05/2012 09:00",4.2,30.8,37.3,35.9,20,156,33,0.9
"150","HR1","01/05/2012 10:00",6.9,32.2,42.7,46.5,34,435,56,0.6
"151","HR1","01/05/2012 11:00",10.7,41.4,57.8,45.9,33,265,88,0.7
"152","HR1","01/05/2012 12:00",10.2,26.4,42.1,37.5,26,504,108,1
"153","HR1","01/05/2012 13:00",5.9,35.4,44.4,29,25,315,104,1.1
"154","HR1","01/05/2012 14:00",3,17.1,21.7,19.5,18,349,127,0.8
"155","HR1","01/05/2012 15:00",2,15.5,18.6,17.7,13,98,138,1
"156","HR1","01/05/2012 16:00",2,11.9,14.9,11.6,13,50,153,0.6
"157","HR1","01/05/2012 17:00",1.4,13.6,15.8,12.8,9,13,142,0.6
"158","HR1","01/05/2012 18:00",1.7,26.8,29.4,18.8,8,13,142,0.6
"159","HR1","01/05/2012 19:00",1.8,26.9,29.6,23.1,25,6,27,1
"160","HR1","01/05/2012 20:00",0.9,21.9,23.2,16.8,29,6,35,1
"161","HR1","01/05/2012 21:00",1.1,18.3,19.9,30.4,26,6,44,1
"162","HR1","01/05/2012 22:00",0.8,10.8,12.1,37,33,6,21,1.4
"163","HR1","01/05/2012 23:00",0.9,8.8,10.2,33.5,26,6,23,1.1
"164","HR1","02/05/2012 00:00",1,8.4,9.9,30.8,32,6,92,0.9
"165","HR1","02/05/2012 01:00",0.9,7.2,8.6,28.5,26,6,81,0.8
"166","HR1","02/05/2012 02:00",1,7.3,8.9,26.9,24,6,27,1
"167","HR1","02/05/2012 03:00",0.8,7.2,8.3,26.3,22,7,30,1.1
"168","HR1","02/05/2012 04:00",0.9,8.2,9.7,23.5,29,7,30,1.1
"169","HR1","02/05/2012 05:00",1.4,9.8,11.9,16.7,16,63,116,0.9
"170","HR1","02/05/2012 06:00",1.5,15.2,17.5,20.4,17,105,77,1.1
"171","HR1","02/05/2012 07:00",2.6,23.6,27.6,26.7,22,109,136,0.9
"172","HR1","02/05/2012 08:00",2.4,20.1,23.7,28.3,26,144,152,1.2
"173","HR1","02/05/2012 09:00",5,27.8,35.4,40.5,27,172,82,1.2
"174","HR1","02/05/2012 10:00",6,28.1,37.3,43.7,32,162,112,1.1
"175","HR1","02/05/2012 11:00",4.3,22.6,29.2,42.3,28,176,145,1.1
"176","HR1","02/05/2012 12:00",4.5,21,27.9,40,33,227,139,1.1
"177","HR1","02/05/2012 13:00",4.4,22.1,28.8,40.3,27,105,147,0.9
"178","HR1","02/05/2012 14:00",3.2,18.1,23,40.7,28,203,39,1.7
"179","HR1","02/05/2012 15:00",3.6,21.8,27.3,37.8,25,61,33,1.2
"180","HR1","02/05/2012 16:00",1.8,12.8,15.6,25.2,15,19,31,1.3
"181","HR1","02/05/2012 17:00",1.6,13.6,16.1,25.9,12,11,39,1.1
"182","HR1","02/05/2012 18:00",1.3,10.6,12.6,18.6,8,11,39,1.1
"183","HR1","02/05/2012 19:00",0.8,11.7,13,26.2,17,6,19,1.6
"184","HR1","02/05/2012 20:00",1,9,10.6,22.1,23,6,30,1.1
"185","HR1","02/05/2012 21:00",0.7,7.1,8.2,22.1,15,6,33,0.9
"186","HR1","02/05/2012 22:00",0.7,7.6,8.7,19.4,14,6,43,0.8
"187","HR1","02/05/2012 23:00",1.3,7.7,9.6,21.7,6,6,23,1.6
"188","HR1","03/05/2012 00:00",0.9,6.4,7.8,17.5,6,6,23,1.5
"189","HR1","03/05/2012 01:00",0.8,5.3,6.5,12.4,14,6,26,1.3
"190","HR1","03/05/2012 02:00",0.6,3.6,4.5,11.5,8,6,23,1.8
"191","HR1","03/05/2012 03:00",0.8,5.4,6.6,10.3,14,7,20,1.6
"192","HR1","03/05/2012 04:00",0.6,8.8,9.8,11.8,6,7,20,1.6
"193","HR1","03/05/2012 05:00",0.8,11.7,12.9,9.9,5,45,17,1.6
"194","HR1","03/05/2012 06:00",1.6,16.4,18.8,9.2,14,117,18,1.6
"195","HR1","03/05/2012 07:00",2.1,19.3,22.5,9.6,9,140,26,1.4
"196","HR1","03/05/2012 08:00",3.2,15.8,20.8,11.9,6,106,21,1.7
"197","HR1","03/05/2012 09:00",2.9,15.4,19.9,10.7,6,96,20,1.5
"198","HR1","03/05/2012 10:00",2.4,15.5,19.2,10.8,5,82,18,1.6
"199","HR1","03/05/2012 11:00",1.9,12.4,15.4,13.9,9,73,22,1.2
"200","HR1","03/05/2012 12:00",2.4,13.9,17.6,13.8,12,88,20,1.2
"201","HR1","03/05/2012 13:00",2.3,12.6,16.2,15.7,11,48,28,1.1
"202","HR1","03/05/2012 14:00",2.5,16.5,20.4,18,12,45,23,1
"203","HR1","03/05/2012 15:00",2.2,19.5,22.9,15.5,6,18,87,0.7
"204","HR1","03/05/2012 16:00",2.9,23.9,28.4,21.4,15,12,94,0.8
"205","HR1","03/05/2012 17:00",3.4,25.4,30.7,20.1,10,8,77,0.8
"206","HR1","03/05/2012 18:00",1.4,20.9,23.1,17.6,12,8,77,0.8
"207","HR1","03/05/2012 19:00",1.3,17.2,19.1,16.7,10,6,44,0.7
"208","HR1","03/05/2012 20:00",1,14.8,16.3,17.4,14,6,147,0.7
"209","HR1","03/05/2012 21:00",1.8,13.2,15.9,18.6,15,6,59,0.6
"210","HR1","03/05/2012 22:00",1.7,8.2,10.7,18.4,17,6,71,0.8
"211","HR1","03/05/2012 23:00",1.7,6.7,9.2,15.3,12,6,135,0.5
"212","HR1","04/05/2012 00:00",1.5,5.3,7.7,19,10,6,96,0.7
"213","HR1","04/05/2012 01:00",1.7,5.9,8.4,17.7,11,6,138,0.8
"214","HR1","04/05/2012 02:00",0.9,6.1,7.5,22.8,10,5,130,0.9
"215","HR1","04/05/2012 03:00",1,7.9,9.4,15.4,11,6,97,0.7
"216","HR1","04/05/2012 04:00",1.1,8.2,9.9,14.8,12,6,97,0.7
"217","HR1","04/05/2012 05:00",2,15.9,19.1,11.7,11,50,65,0.6
"218","HR1","04/05/2012 06:00",3.2,22.9,27.8,14.7,12,68,23,1.1
"219","HR1","04/05/2012 07:00",3.8,25.6,31.5,15.7,15,150,21,1.2
"220","HR1","04/05/2012 08:00",2.6,21.3,25.3,17.6,15,68,106,0.9
"221","HR1","04/05/2012 09:00",4.1,20.3,26.6,16.3,14,70,22,1.1
"222","HR1","04/05/2012 10:00",3.9,20.1,26,19.7,13,73,93,0.9
"223","HR1","04/05/2012 11:00",2,15.2,18.3,19.3,16,117,25,1.2
"224","HR1","04/05/2012 12:00",1.8,15.7,18.5,13.7,14,76,27,1.1
"225","HR1","04/05/2012 13:00",3.9,23.6,29.6,21.2,18,74,22,1.6
"226","HR1","04/05/2012 14:00",2.5,18.1,22,20,14,63,23,1.3
"227","HR1","04/05/2012 15:00",2.2,16.4,19.8,17.2,13,30,19,1.3
"228","HR1","04/05/2012 16:00",1.7,19.2,21.8,20.5,13,33,20,1.1
"229","HR1","04/05/2012 17:00",2.1,19.9,23.1,17.6,11,7,21,1.4
"230","HR1","04/05/2012 18:00",1.4,21.1,23.3,15.8,11,7,21,1.4
"231","HR1","04/05/2012 19:00",1.5,19.8,22,16.7,13,6,21,1.4
"232","HR1","04/05/2012 20:00",1,13.7,15.3,16.9,12,6,20,1.5
"233","HR1","04/05/2012 21:00",1.1,12.6,14.3,14.9,10,6,18,1.7
"234","HR1","04/05/2012 22:00",0.6,6.6,7.5,12.6,10,6,20,2.1
"235","HR1","04/05/2012 23:00",0.7,2.7,3.7,9.4,10,6,18,1.9
"236","HR1","05/05/2012 00:00",0.4,2.3,3,7.7,5,6,19,1.7
"237","HR1","05/05/2012 01:00",0.4,2.6,3.2,12.1,7,6,18,1.8
"238","HR1","05/05/2012 02:00",0.4,3,3.6,13.5,3,7,28,1.2
"239","HR1","05/05/2012 04:00",0.9,5.4,6.8,12,6,16,25,1.5
"240","HR1","05/05/2012 05:00",1,7.7,9.3,13.4,4,171,21,1.8
"241","HR1","05/05/2012 06:00",1.2,8.4,10.2,12.7,11,214,22,2.3
"242","HR1","05/05/2012 07:00",1.5,8.1,10.5,12.6,10,270,22,2
"243","HR1","05/05/2012 08:00",2,6.7,9.8,13.8,2,203,22,1.6
"244","HR1","05/05/2012 09:00",2.2,8.9,12.2,13.2,7,153,22,1.7
"245","HR1","05/05/2012 10:00",2.1,9.6,12.8,19.1,3,137,20,1.5
"246","HR1","05/05/2012 11:00",2.6,14.4,18.4,22,18,276,29,1.7
"247","HR1","05/05/2012 12:00",1.6,7.6,10.1,15.7,10,311,36,1.3
"248","HR1","05/05/2012 13:00",1.7,5.8,8.5,12,5,387,24,1.6
"249","HR1","05/05/2012 14:00",1.7,5.4,8.1,12.6,11,171,24,1.8
"250","HR1","05/05/2012 15:00",1.7,5.6,8.2,13.4,10,39,25,1.7
"251","HR1","05/05/2012 16:00",1,5.6,7.1,13.4,5,13,23,1.8
"252","HR1","05/05/2012 17:00",1.3,11.5,13.5,13.5,12,8,22,1.7
"253","HR1","05/05/2012 18:00",1.2,16.6,18.4,11.2,4,8,22,1.7
"254","HR1","05/05/2012 19:00",1.2,14,15.8,13.1,8,5,23,1.7
"255","HR1","05/05/2012 20:00",0.7,10.3,11.4,10.7,4,6,23,1.3
"256","HR1","05/05/2012 21:00",0.4,11.3,11.9,10.7,11,6,21,1.3
"257","HR1","05/05/2012 22:00",1,9.7,11.2,11.7,6,6,20,1.3
"258","HR1","05/05/2012 23:00",0.7,9.7,10.7,12.6,-2,6,20,1.2
"259","HR1","06/05/2012 00:00",0.9,8,9.3,10.4,7,6,20,1.3
"260","HR1","06/05/2012 01:00",0.7,8.1,9.2,11.7,3,6,17,1.2
"261","HR1","06/05/2012 02:00",0.6,5.9,6.8,11.7,10,6,19,1.5
"262","HR1","06/05/2012 03:00",1,5.5,7.1,11.2,3,8,19,1.2
"263","HR1","06/05/2012 04:00",0.9,5.8,7.1,10.7,8,8,19,1.2
"264","HR1","06/05/2012 05:00",1.3,12.9,14.9,10.9,10,161,23,1.6
"265","HR1","06/05/2012 06:00",1.7,12.6,15.2,9.6,5,201,32,1.7
"266","HR1","06/05/2012 07:00",1.5,9.6,11.9,12.4,7,177,33,1.5
"267","HR1","06/05/2012 08:00",1.2,6.2,8,12.7,7,254,28,1.5
"268","HR1","06/05/2012 09:00",1.9,6.4,9.3,10.9,5,261,28,1.4
"269","HR1","06/05/2012 10:00",1.5,7.3,9.6,12.1,8,217,25,1.2
"270","HR1","06/05/2012 11:00",1.6,5,7.5,11.9,6,193,23,1.3
"271","HR1","06/05/2012 12:00",1.3,4.9,7,11.8,10,178,28,1.2
"272","HR1","06/05/2012 13:00",1.3,6.5,8.4,14.8,7,96,37,0.8
"273","HR1","06/05/2012 14:00",1.2,4.7,6.4,10.4,9,71,27,1.1
"274","HR1","06/05/2012 15:00",1.2,6.6,8.5,12.1,10,43,36,0.9
"275","HR1","06/05/2012 16:00",1.8,10.4,13.2,12.4,13,37,39,0.8
"276","HR1","06/05/2012 17:00",2.3,13,16.5,11.3,10,24,37,0.9
"277","HR1","06/05/2012 18:00",2.3,17.2,20.7,9.7,6,24,37,0.9
"278","HR1","06/05/2012 19:00",2.1,30.1,33.3,10.6,8,5,164,0.5
"279","HR1","06/05/2012 20:00",4.9,48.9,56.4,14.3,12,5,30,0.4
"280","HR1","06/05/2012 21:00",7.2,43.8,54.9,15.5,13,5,159,0.6
"281","HR1","06/05/2012 22:00",5.5,35.1,43.5,17.9,18,6,175,0.6
"282","HR1","06/05/2012 23:00",5.3,38,46.1,17.9,13,6,164,0.5
"283","HR1","07/05/2012 00:00",3.7,31.9,37.5,15.1,16,6,17,0.7
"284","HR1","07/05/2012 01:00",2.8,23.5,27.8,16.7,13,6,43,0.5
"285","HR1","07/05/2012 02:00",1.8,21.5,24.2,17.7,14,11,27,0.6
"286","HR1","07/05/2012 03:00",3.4,20.5,25.7,16.8,17,22,46,0.4
"287","HR1","07/05/2012 04:00",4.4,26.7,33.5,17.4,7,22,46,0.4
"288","HR1","07/05/2012 05:00",5.7,27.3,36,16.5,9,459,70,1.4
"289","HR1","07/05/2012 06:00",8.1,28.3,40.7,16.2,15,326,71,1.3
"290","HR1","07/05/2012 07:00",6,24.3,33.5,16.6,14,212,71,1.6
"291","HR1","07/05/2012 08:00",2.7,14,18.1,18.2,16,195,75,1.5
"292","HR1","07/05/2012 09:00",2.1,11.4,14.6,19.6,16,133,73,1.4
"293","HR1","07/05/2012 10:00",2.5,14.5,18.3,21.3,15,84,82,1.2
"294","HR1","07/05/2012 11:00",3.6,17.9,23.4,21.8,16,68,83,1.4
"295","HR1","07/05/2012 12:00",2.5,19.7,23.6,18,20,110,85,1.5
"296","HR1","07/05/2012 13:00",1.8,18.3,21,15.9,16,207,83,1.8
"297","HR1","07/05/2012 14:00",2.6,20.9,24.9,21.3,21,188,91,2
"298","HR1","07/05/2012 15:00",2.5,11.9,15.8,18.9,16,70,93,1.5
"299","HR1","07/05/2012 16:00",1.5,9.6,11.9,16,15,35,90,1.4
"300","HR1","07/05/2012 17:00",1.2,9.3,11.2,15.3,10,24,89,1.7
"301","HR1","07/05/2012 18:00",1.1,13.6,15.3,13.2,11,24,89,1.7
"302","HR1","07/05/2012 19:00",0.7,13.1,14.3,16.2,9,6,88,1.5
"303","HR1","07/05/2012 20:00",1,17,18.5,14.8,10,6,89,1.8
"304","HR1","07/05/2012 21:00",1,15.6,17.1,13.2,11,6,92,1.6
"305","HR1","07/05/2012 22:00",0.5,14.6,15.4,15.3,12,6,94,1.4
"306","HR1","07/05/2012 23:00",0.8,10,11.2,11,14,6,96,1
"307","HR1","08/05/2012 00:00",1.5,8,10.4,10.2,6,6,94,1.1
"308","HR1","08/05/2012 01:00",0.7,7.3,8.4,7.9,6,6,92,1.1
"309","HR1","08/05/2012 02:00",0.7,6,7,6.7,3,7,93,0.8
"310","HR1","08/05/2012 03:00",1.5,6.9,9.1,8.6,8,8,85,0.7
"311","HR1","08/05/2012 04:00",2.2,18.7,22,9.2,9,8,85,0.7
"312","HR1","08/05/2012 05:00",3.7,31.7,37.4,10.2,6,178,93,1.1
"313","HR1","08/05/2012 06:00",6.4,43.1,52.9,14.8,13,70,104,0.8
"314","HR1","08/05/2012 07:00",6.8,33.9,44.4,13.8,12,173,98,1
"315","HR1","08/05/2012 08:00",3.7,24.6,30.3,15.8,13,140,94,1.2
"316","HR1","08/05/2012 09:00",3.3,20.2,25.3,13.4,9,198,101,0.6
"317","HR1","08/05/2012 10:00",3.1,18.2,22.9,17.5,11,277,101,1
"318","HR1","08/05/2012 11:00",3.6,23.1,28.6,22.5,14,733,95,1.1
"319","HR1","08/05/2012 12:00",6.3,19.8,29.5,13,19,287,87,1.4
"320","HR1","08/05/2012 13:00",2.9,10.5,15,12.2,9,300,102,1.1
"321","HR1","08/05/2012 14:00",1.9,11.5,14.4,17.6,13,303,104,1.2
"322","HR1","08/05/2012 15:00",1.8,14.4,17.1,14.6,13,258,107,1.1
"323","HR1","08/05/2012 16:00",2.3,14.2,17.7,13.8,7,27,99,1.2
