"","Site","Time","BP","NO","NO2","NOX","O3","PM10","PM2.5","SOLR","TMP","WDIR","WSPD"
"272","GR4","10/12/2008 14:00",1009,16.8,47.3,73.2,11.5,19.5,11,12,5,284,2.2
"273","GR4","10/12/2008 15:00",1009,17.8,54,81.3,2,22.6,11,2,5,306,2
"274","GR4","10/12/2008 16:00",1010,29.6,62.6,108.1,2,20.5,14,-3,4,303,1.6
"275","GR4","10/12/2008 17:00",1010,48.3,68.4,142.5,5,22.3,15,-3,4,251,1.9
"276","GR4","10/12/2008 18:00",1011,55.5,70.8,155.89999,2.5,24,17,-3,4,150,1.9
"277","GR4","10/12/2008 19:00",1011,101.7,84.2,240,3.5,29.2,22,-3,3,308,2.2
"278","GR4","10/12/2008 20:00",1012,86.7,77.5,210.39999,3,29.3,24,-3,3,281,1.8
"279","GR4","10/12/2008 21:00",1012,62.1,70.8,165.89999,4,31.5,24,-4,2,297,1.8
"280","GR4","10/12/2008 22:00",1012,45.8,62.6,132.89999,3.5,29.5,21,-4,2,293,2.1
"281","GR4","10/12/2008 23:00",1012,40.5,60.2,122.4,3.5,24.5,21,-4,2,285,1.6
"282","GR4","11/12/2008 00:00",1012,31.2,58.8,106.6,2,23.9,19,-4,1,286,1.8
"283","GR4","11/12/2008 01:00",1012,21.2,54.2,86.7,2,22.1,20,-4,1,301,1.4
"284","GR4","11/12/2008 02:00",1012,9.1,47.2,61.2,2,20.3,17,-4,1,291,1.1
"285","GR4","11/12/2008 03:00",1012,6.5,44,54,2,19.2,17,-4,1,296,1.4
"286","GR4","11/12/2008 04:00",1011,10,41.6,56.9,2,19.7,17,-4,1,275,1.1
"287","GR4","11/12/2008 05:00",1011,12.8,41.6,61.2,1.5,22.4,17,-4,2,280,1.2
"288","GR4","11/12/2008 06:00",1011,25.9,47.3,87,1,23.6,18,-4,1,269,1
"289","GR4","11/12/2008 07:00",1011,51.1,54,132.39999,0,23.9,17,-3,0,208,1
"290","GR4","11/12/2008 08:00",1011,82.3,64.1,190.3,0,26.6,20,19,2,297,1.3
"291","GR4","11/12/2008 09:00",1010,97.6,67.9,217.5,0.5,30.9,25,114,3,301,1.5
"292","GR4","11/12/2008 10:00",1009,102.3,67.4,224.2,2,33.7,28,108,3,311,2
"293","GR4","11/12/2008 11:00",1009,99.2,67.9,219.89999,3,41.2,32,173,4,281,2
"294","GR4","11/12/2008 12:00",1008,91.1,66.9,206.60001,2,43.7,34,123,4,287,1.8
"295","GR4","11/12/2008 14:00",1007,81.7,65,190.3,2,41.3,31,263,4,276,1.5
"296","GR4","11/12/2008 15:00",1006,93.5,75.1,218.5,1.5,47.4,36,62,4,299,1.5
"297","GR4","11/12/2008 16:00",1006,78.6,70.3,190.8,0,39.9,33,-2,3,278,1.1
"298","GR4","11/12/2008 17:00",1006,80.1,72.7,195.60001,1.5,36.9,30,-4,3,271,0.9
"299","GR4","11/12/2008 18:00",1006,96.7,70.8,219,0,39.1,30,-4,3,274,1.4
"300","GR4","11/12/2008 19:00",1006,111.6,72.7,243.8,0,40.8,32,-4,2,249,1
"301","GR4","11/12/2008 20:00",1005,120.7,66,251,0.5,40.3,34,-4,2,238,1.3
"302","GR4","11/12/2008 21:00",1005,113.5,64.1,238.10001,0.5,40.8,32,-4,2,251,1.4
"303","GR4","11/12/2008 22:00",1004,110.4,62.6,231.89999,2,42,32,-4,2,240,1.4
"304","GR4","11/12/2008 23:00",1004,117.9,59.3,240,2,43.7,37,-4,2,235,1.4
"305","GR4","12/12/2008 00:00",1003,114.4,55,230.5,2,42.1,34,-4,2,222,1.6
"306","GR4","12/12/2008 01:00",1003,99.8,48.5,201.5,2,41.2,34,-4,1,227,1.9
"307","GR4","12/12/2008 02:00",1003,52.8,40.2,121.1,2,32.7,29,-4,1,238,1.3
"308","GR4","12/12/2008 03:00",1002,56.4,39.7,126.2,2,31.4,25,-4,1,256,1.1
"309","GR4","12/12/2008 04:00",1002,113.5,49.7,223.8,2,32.6,28,-4,1,259,0.9
"310","GR4","12/12/2008 05:00",1002,78.3,44.5,164.5,2,25.4,22,-4,2,266,1
"311","GR4","12/12/2008 06:00",1002,117.6,60.2,240.5,1.5,24,23,-4,1,262,1
"312","GR4","12/12/2008 07:00",1002,58.9,50.7,141,0,22.4,20,-3,1,260,1
"313","GR4","12/12/2008 08:00",1002,84.8,55.5,185.5,1,26.5,23,10,2,276,1
"314","GR4","12/12/2008 11:00",1003,24,28.7,65.5,16.5,22.2,18,156,3,251,1.7
"315","GR4","12/12/2008 12:00",1002,10.9,23.9,40.6,23,25.7,17,121,3,268,1.2
"316","GR4","12/12/2008 13:00",1002,8.4,22,34.9,22,23.6,19,201,4,258,0.6
"317","GR4","12/12/2008 14:00",1002,9.7,20.6,35.4,25.9,26.7,19,160,4,293,0.4
"318","GR4","12/12/2008 15:00",1003,4.1,20.6,26.8,24.9,24.5,19,5,4,229,1.1
"319","GR4","12/12/2008 16:00",1003,4.7,16.7,23.9,26.4,23.4,17,-3,4,259,0.8
"320","GR4","12/12/2008 17:00",1003,2.5,14.8,18.6,21,21.6,16,-3,3,246,0.9
"321","GR4","12/12/2008 18:00",1004,2.8,13.9,18.2,43.4,22.4,16,-3,3,261,0.7
"322","GR4","12/12/2008 19:00",1004,2.2,11.5,14.8,37.4,23.3,18,-4,3,254,0.3
"323","GR4","12/12/2008 20:00",1005,1.2,12,13.9,32.9,27.5,20,-4,2,228,0.4
"324","GR4","12/12/2008 21:00",1005,1.2,5.7,7.7,40.4,21.1,15,-4,2,253,0.7
"325","GR4","12/12/2008 22:00",1005,0.9,3.8,5.3,43.4,20.7,17,-4,1,243,0.4
"326","GR4","12/12/2008 23:00",1005,1.2,3.8,5.7,40.9,27.6,22,-4,1,245,0.4
"327","GR4","13/12/2008 00:00",1006,0.9,4.8,6.2,43.4,26.2,18,-4,1,250,0.8
"328","GR4","13/12/2008 01:00",1006,0.8,3.2,4.5,46.6,19.4,14,-4,0,230,0.6
"329","GR4","13/12/2008 02:00",1006,0,3.2,3.2,50.6,15,11,-4,0,234,0.6
"330","GR4","13/12/2008 03:00",1006,1.2,0,1.9,53.4,14.4,8,-4,0,246,0.2
"331","GR4","13/12/2008 04:00",1006,0,1.9,1.9,49.9,15.1,12,-4,-1,205,0
"332","GR4","13/12/2008 05:00",1006,0.3,2.4,2.9,47.4,15,11,-4,-1,213,0.1
"333","GR4","13/12/2008 06:00",1006,0.6,4.8,5.7,45.9,15.5,9,-4,-1,220,0
"334","GR4","13/12/2008 07:00",1006,1.2,7.2,9.1,44.9,14.9,10,-4,-1,204,0.4
"335","GR4","13/12/2008 08:00",1006,1.2,5.7,7.7,47.4,14.2,12,18,0,106,0.3
"336","GR4","13/12/2008 09:00",1006,1.6,9.6,12,44.9,14.3,11,49,1,113,0.6
"337","GR4","13/12/2008 10:00",1006,1.6,10,12.4,44.4,11.5,10,81,2,135,0.8
"338","GR4","13/12/2008 11:00",1005,2.2,11.5,14.8,42.4,10.5,9,84,5,193,0.6
"339","GR4","13/12/2008 12:00",1004,3.4,14.3,19.6,39.4,9.4,6,73,6,188,1.8
"340","GR4","13/12/2008 13:00",1003,3.4,19.1,24.4,31.9,9.8,9,53,6,165,1.3
"341","GR4","13/12/2008 14:00",1003,3.1,21.5,26.3,28.4,11.5,9,21,6,189,1.2
"342","GR4","13/12/2008 15:00",1002,4.7,23.4,30.6,25.4,11.4,10,6,6,208,1.2
"343","GR4","13/12/2008 16:00",1001,4.4,26.8,33.5,23,11.4,10,-3,6,167,1.3
"344","GR4","13/12/2008 17:00",1000,5.3,33,41.1,19,16.1,13,-3,6,157,1.1
"345","GR4","13/12/2008 18:00",1000,4.7,28.7,35.9,22,16,13,-2,7,202,1.4
"346","GR4","13/12/2008 19:00",999,4.4,25.8,32.5,23.4,12.2,10,-2,7,180,1.3
"347","GR4","13/12/2008 20:00",998,1.9,14.3,17.2,35.4,13,9,-2,7,188,1.3
"348","GR4","13/12/2008 21:00",997,1.6,13.4,15.8,34.4,13.1,10,-2,7,196,1.5
"349","GR4","13/12/2008 22:00",995,0.9,19.1,20.6,19,12.6,11,-2,7,156,1.8
"350","GR4","13/12/2008 23:00",994,14,49.7,71.2,1.5,17,15,-2,7,201,1.9
"351","GR4","14/12/2008 00:00",993,15.9,47.8,72.2,1.5,16.9,14,-2,7,140,2.2
"352","GR4","14/12/2008 01:00",992,5,40.2,47.8,2.7,14.5,13,-3,7,141,2
"353","GR4","14/12/2008 02:00",990,6.2,38.9,48.5,4,14.5,14,-3,6,149,2.2
"354","GR4","14/12/2008 03:00",989,7.5,34.9,46.4,2,17.4,15,-3,5,162,2.5
"355","GR4","14/12/2008 04:00",987,4.1,37.3,43.5,2,20.8,15,-3,5,153,2.9
"356","GR4","14/12/2008 05:00",986,6.9,40.2,50.7,2,16.8,14,-3,4,148,3.9
"357","GR4","14/12/2008 06:00",985,8.4,43,55.9,0.5,14,11,-3,4,131,4.8
"358","GR4","14/12/2008 07:00",984,9.5,45.3,59.8,3.7,9.7,8,-3,4,127,5.9
"359","GR4","14/12/2008 08:00",984,27.4,48.3,90.3,3.7,12.9,12,6,4,128,6.4
"360","GR4","14/12/2008 09:00",983,36.2,49.5,105,4.2,16,14,19,4,128,6.3
"361","GR4","14/12/2008 10:00",982,37.9,46.9,105,5.3,20.2,17,21,4,143,6.6
"362","GR4","14/12/2008 11:00",981,22.7,43.6,78.3,6.9,20.8,16,17,5,138,5.5
"363","GR4","14/12/2008 12:00",980,11.8,37.3,55.5,11.1,13.9,17,34,5,133,4
"364","GR4","14/12/2008 13:00",980,4.1,28,34.3,15.9,18.2,15,24,4,133,4.1
"365","GR4","14/12/2008 14:00",980,2.7,25.8,29.9,19.6,15.3,15,12,4,129,3.4
"366","GR4","14/12/2008 15:00",979,2.4,32.8,36.4,13.2,16.8,14,1,4,127,2.5
"367","GR4","14/12/2008 16:00",979,2,25.2,28.3,19,14.7,13,-3,4,119,2.4
"368","GR4","14/12/2008 17:00",979,1,15.8,17.4,20.6,13.8,14,-3,4,109,2.2
"369","GR4","14/12/2008 18:00",978,2,20.3,23.4,15.3,15.5,17,-3,4,116,2.7
"370","GR4","14/12/2008 19:00",978,1.4,17.5,19.6,19,19.1,16,-3,4,110,2.1
"371","GR4","14/12/2008 20:00",978,1.6,21.5,24,12.1,18,17,-3,5,136,2.5
"372","GR4","14/12/2008 21:00",978,3.1,28.2,33,5,23.3,22,-3,5,120,2.8
"373","GR4","14/12/2008 22:00",978,1.9,29.2,32,6.5,23.4,24,-3,5,163,0.9
"374","GR4","14/12/2008 23:00",979,0.6,18.2,19.1,18,23.2,22,-3,5,272,1
"375","GR4","15/12/2008 00:00",980,4.7,36.8,44.1,4.8,22.9,21,-3,5,250,1.5
"376","GR4","15/12/2008 01:00",981,5.4,39,47.3,4.2,23,20,-3,4,248,1.3
"377","GR4","15/12/2008 02:00",983,5.8,39,47.9,4.2,22.9,20,-3,3,242,1.2
"378","GR4","15/12/2008 03:00",983,2,35.5,38.6,5.8,22.2,18,-4,3,254,1
"379","GR4","15/12/2008 04:00",984,1.7,34.4,37,5.8,23,20,-4,3,247,0.8
"380","GR4","15/12/2008 05:00",985,9.5,37.1,51.7,5.3,21.7,20,-4,2,238,0.5
"381","GR4","15/12/2008 06:00",986,24.4,42.1,79.4,2.6,20.4,20,-4,2,221,0.7
"382","GR4","15/12/2008 07:00",987,5,29.2,36.8,5,21.9,18,-3,2,200,0.2
"383","GR4","15/12/2008 08:00",989,14.3,35.9,57.9,3,22.1,17,3,2,211,0.2
"384","GR4","15/12/2008 09:00",990,10,31.1,46.4,5,22,20,25,2,26,0.3
"385","GR4","15/12/2008 10:00",991,11.5,31.6,49.2,5.5,22.9,22,38,2,31,0.3
"386","GR4","15/12/2008 11:00",991,12.5,33,52.1,5.5,25.7,23,36,3,164,0.5
"387","GR4","15/12/2008 12:00",992,15.3,34.4,57.9,5.5,34.7,26,28,3,201,1
"388","GR4","15/12/2008 13:00",992,12.5,34.9,54,6.5,33,27,19,3,85,0.8
"389","GR4","15/12/2008 14:00",993,15.9,37.8,62.2,5,38,28,14,3,75,1.2
"390","GR4","15/12/2008 15:00",994,17.5,41.6,68.4,1.5,39.2,30,3,4,121,1.4
"391","GR4","15/12/2008 16:00",995,14,45.4,66.9,0,35.4,29,-3,4,153,1.7
"392","GR4","15/12/2008 17:00",997,4.7,40.2,47.3,2.5,32.6,28,-3,3,75,1.9
"393","GR4","15/12/2008 18:00",997,5.3,42.1,50.2,2,33.3,30,-3,3,74,2
"394","GR4","15/12/2008 19:00",999,5.9,42.1,51.2,2,34,29,-3,4,127,2.2
"395","GR4","15/12/2008 20:00",999,1.9,38.7,41.6,3.5,39.9,29,-3,4,229,2.1
"396","GR4","15/12/2008 21:00",1000,1.6,37.8,40.2,3.5,36.8,31,-3,4,236,1.8
"397","GR4","15/12/2008 22:00",1000,9.7,40.2,55,3,42.2,36,-3,4,258,2.1
"398","GR4","15/12/2008 23:00",1001,25.3,44.5,83.2,0.5,47.6,37,-3,4,172,2.4
"399","GR4","16/12/2008 00:00",1002,37.4,43.5,100.9,1.5,45.1,38,-3,4,167,2.4
"400","GR4","16/12/2008 01:00",1003,29.6,45.4,90.8,2.6,45.1,37,-3,4,208,2.7
"401","GR4","16/12/2008 02:00",1003,22.1,46.3,80.3,2.6,37.2,33,-3,4,173,2.5
"402","GR4","16/12/2008 03:00",1004,7.2,42.1,53.1,2,30.1,28,-3,4,215,2.3
"403","GR4","16/12/2008 04:00",1005,8.4,45.4,58.3,1.5,24.7,23,-3,4,122,2
"404","GR4","16/12/2008 05:00",1005,7.8,45.9,57.9,2,25.9,25,-3,3,344,1.6
"405","GR4","16/12/2008 06:00",1006,15.6,48.8,72.7,1.5,24.4,22,-3,3,274,1.7
"406","GR4","16/12/2008 07:00",1007,31.2,56.4,104.2,1,24.8,23,-3,3,151,1.5
"407","GR4","16/12/2008 08:00",1008,46.8,59.8,131.5,2,29.4,25,2,4,332,1.4
"408","GR4","16/12/2008 09:00",1009,42.7,54.5,120,2.5,28.7,24,12,4,63,1.4
"409","GR4","16/12/2008 10:00",1009,38.4,54,112.8,4,33.6,31,23,4,273,1.4
"410","GR4","16/12/2008 11:00",1010,35.9,50.2,105.2,5,34,30,24,4,208,1.5
"411","GR4","16/12/2008 12:00",1010,38.4,53.1,111.9,4.5,33.6,27,31,4,221,1.3
"412","GR4","16/12/2008 13:00",1010,35.9,51.6,106.6,4,30.9,27,21,5,221,1.3
"413","GR4","16/12/2008 14:00",1010,33.4,51.6,102.8,3.5,35.2,29,22,5,169,1
"414","GR4","16/12/2008 15:00",1010,35.5,53.5,108.1,2,32.6,29,4,4,70,0.9
"415","GR4","16/12/2008 16:00",1010,52.1,59.3,139.10001,1,29.9,26,-3,4,122,1
"416","GR4","16/12/2008 17:00",1011,51.8,63.1,142.5,1,33.9,27,-3,4,203,1.2
"417","GR4","16/12/2008 18:00",1011,21.5,58.3,91.3,2,30.4,27,-3,4,79,1.1
"418","GR4","16/12/2008 19:00",1011,21.2,57.9,90.4,2,28.1,26,-3,4,215,0.8
"419","GR4","16/12/2008 20:00",1011,13.1,51.2,71.2,2,28.8,27,-3,3,76,0.9
"420","GR4","16/12/2008 21:00",1011,8.1,45.9,58.3,7.5,26.7,24,-3,3,81,0.6
"421","GR4","16/12/2008 22:00",1011,2.2,24.9,28.2,25.9,23.4,17,-3,3,104,0.8
"422","GR4","16/12/2008 23:00",1011,1.2,18.6,20.6,27.4,16.3,16,-3,3,148,0.5
"423","GR4","17/12/2008 00:00",1010,1.2,14.3,16.3,27.9,15.7,15,-3,3,184,0.6
"424","GR4","17/12/2008 01:00",1010,16.5,29.9,55.2,24,11.4,11,-4,2,204,0.6
"425","GR4","17/12/2008 02:00",1010,9.1,34.9,48.8,17,11,9,-4,2,208,0.2
"426","GR4","17/12/2008 03:00",1010,0,14.3,14.3,30.4,12.7,10,-4,2,206,0.5
"427","GR4","17/12/2008 04:00",1009,0.9,16.3,17.7,25.9,13.1,10,-4,2,200,0.5
"428","GR4","17/12/2008 05:00",1009,1.6,30.6,33,11.5,10.9,11,-4,2,199,0.9
"429","GR4","17/12/2008 06:00",1008,7.5,48.8,60.2,5.5,13.5,9,-4,1,203,1.3
"430","GR4","17/12/2008 07:00",1008,24.9,68.8,107.1,1,13.3,7,-3,1,201,1.1
"431","GR4","17/12/2008 08:00",1009,18.7,63.6,92.3,6,15.7,8,1,1,224,1.3
"432","GR4","17/12/2008 09:00",1008,19.3,57.9,87.5,11.5,15.4,10,17,2,211,1.3
"433","GR4","17/12/2008 10:00",1008,16.5,51.2,76.5,16.5,16.3,10,40,2,207,1.4
"434","GR4","17/12/2008 11:00",1007,12.2,42.1,60.7,25.4,17.4,8,63,2,215,1.4
"435","GR4","17/12/2008 14:00",1005,16.8,48.8,74.6,11,20.8,10,33,3,203,1.2
"436","GR4","17/12/2008 15:00",1004,22.5,64.1,98.5,5,23.7,12,10,3,215,1.1
"437","GR4","17/12/2008 16:00",1004,69.2,87,193.2,2,28.9,16,-3,3,225,1.3
"438","GR4","17/12/2008 17:00",1004,67.4,85.6,188.89999,2,32,20,-3,3,218,1.3
"439","GR4","17/12/2008 18:00",1004,78,83.7,203.2,2,33,21,-3,3,235,2.6
"440","GR4","17/12/2008 19:00",1003,22.8,69.3,104.2,3,25.2,18,-3,4,227,1.7
"441","GR4","17/12/2008 20:00",1003,9.4,57.4,71.7,7.5,27,17,-3,4,221,1.9
"442","GR4","17/12/2008 21:00",1002,5,49.2,56.9,12,27.2,14,-3,5,212,1.3
"443","GR4","17/12/2008 22:00",1002,2.8,35.4,39.7,23.9,21.8,13,-2,7,210,2.5
"444","GR4","17/12/2008 23:00",1001,2.5,23.4,27.3,31.9,20.8,10,-2,7,187,2
"445","GR4","18/12/2008 00:00",1001,1.6,23.4,25.8,30.9,21.4,12,-2,7,206,2.3
"446","GR4","18/12/2008 01:00",1000,1.3,15.4,17.4,43.1,21.4,10,-2,8,204,2.1
"447","GR4","18/12/2008 02:00",1001,1.6,14.3,16.7,42.7,17.7,9,-2,8,266,1.5
"448","GR4","18/12/2008 03:00",1001,1.2,9.6,11.5,38.4,19.5,9,-2,8,296,1.6
"449","GR4","18/12/2008 04:00",1002,0.6,8.6,9.6,36.9,14.7,8,-2,7,306,1.1
"450","GR4","18/12/2008 05:00",1003,2.2,15.8,19.1,34.4,11.5,8,-3,6,284,0.6
"451","GR4","18/12/2008 06:00",1003,5,30.6,38.3,22.5,12.6,8,-3,5,285,0.7
"452","GR4","18/12/2008 07:00",1004,9.4,44.9,59.3,11.5,13.8,9,-3,5,270,1.1
"453","GR4","18/12/2008 08:00",1005,8.7,42.1,55.5,19,18.6,11,11,5,291,1.5
"454","GR4","18/12/2008 09:00",1006,9,36.8,50.7,24.4,26.7,13,81,6,297,1.6
"455","GR4","18/12/2008 10:00",1006,7.8,30.6,42.6,28.4,24.6,12,127,6,284,1.6
"456","GR4","18/12/2008 11:00",1007,5.6,32,40.6,32.4,24.2,15,142,7,296,1.5
"457","GR4","18/12/2008 12:00",1007,8.7,29.2,42.6,34.4,26.4,16,118,7,298,1.9
"458","GR4","18/12/2008 13:00",1007,5.9,29.6,38.7,35.4,26,15,329,7,292,1.6
"459","GR4","18/12/2008 14:00",1007,5.6,30.1,38.7,33.4,24.8,15,278,7,245,1
"460","GR4","18/12/2008 15:00",1008,5,33,40.6,33.9,25,14,68,7,259,0.8
"461","GR4","18/12/2008 16:00",1008,3.7,31.1,36.8,38.9,20.3,11,-2,5,230,1
"462","GR4","18/12/2008 17:00",1009,3.7,27.3,33,43.4,21.4,13,-3,5,219,1.3
"463","GR4","18/12/2008 18:00",1009,3.7,30.6,36.3,41.4,21.2,10,-3,4,221,1
"464","GR4","18/12/2008 19:00",1009,2.2,22.5,25.8,47.4,22.3,10,-3,4,214,1.8
"465","GR4","18/12/2008 20:00",1009,1.6,20.1,22.5,45.4,19.5,13,-3,5,220,1.9
"466","GR4","18/12/2008 21:00",1009,1.6,18.2,20.6,43.4,18.3,11,-3,5,218,2.3
"467","GR4","18/12/2008 22:00",1009,1.2,27.3,29.2,31.9,18.4,12,-3,5,222,2.5
"468","GR4","18/12/2008 23:00",1008,0.9,23.4,24.9,31.9,15.2,10,-3,6,233,2.6
"469","GR4","19/12/2008 00:00",1008,0.3,30.6,31.1,31.9,11.9,8,-3,6,226,2.2
"470","GR4","19/12/2008 01:00",1008,1.6,22.9,25.3,41.6,9.6,8,-3,6,230,2.7
"471","GR4","19/12/2008 02:00",1008,1.6,24.2,26.6,40.7,11.4,10,-2,6,227,2.5
"472","GR4","19/12/2008 03:00",1008,0.6,19.1,20.1,39.9,13.7,8,-2,7,224,2.4
"473","GR4","19/12/2008 04:00",1008,0.3,19.1,19.6,37.4,14.9,8,-2,7,230,2
"474","GR4","19/12/2008 05:00",1008,1.2,32,33.9,23.4,14.7,8,-2,8,230,1.9
"475","GR4","19/12/2008 06:00",1009,14.3,56.4,78.4,5.5,17.6,9,-2,8,231,1.9
"476","GR4","19/12/2008 07:00",1009,44.6,77,145.39999,0.5,18.6,11,-2,9,231,1.6
"477","GR4","19/12/2008 08:00",1009,62.4,78.9,174.5,0,23,12,9,9,212,2.5
"478","GR4","19/12/2008 09:00",1009,51.5,65,143.89999,3.5,25.1,13,64,10,211,2.5
"479","GR4","19/12/2008 10:00",1009,31.5,54,102.3,8,23.2,14,38,10,245,2.3
"480","GR4","19/12/2008 11:00",1009,25.6,47.3,86.5,13.5,26.1,15,36,10,227,2.5
"481","GR4","19/12/2008 12:00",1008,29,50.7,95.1,11.5,25.9,13,88,11,231,2.6
"482","GR4","19/12/2008 13:00",1008,19,46.4,75.5,15.5,28.5,14,40,10,234,3
"483","GR4","19/12/2008 14:00",1008,11.5,41.6,59.3,16.5,29.4,15,21,11,226,3.3
"484","GR4","19/12/2008 15:00",1008,5.6,35.4,44,20,22.3,14,8,11,218,3.2
"485","GR4","19/12/2008 16:00",1007,4.4,39.7,46.4,20,26.1,13,-1,11,217,3.5
"486","GR4","19/12/2008 17:00",1008,4.7,34.9,42.1,26.9,26.2,14,-2,11,226,3.7
"487","GR4","19/12/2008 18:00",1008,2.8,23,27.3,41.4,22.8,13,-2,11,225,3.2
"488","GR4","19/12/2008 19:00",1008,1.9,18.2,21,51.4,23.9,10,-2,11,218,3.4
"489","GR4","19/12/2008 20:00",1008,1.2,12.9,14.8,55.9,23.3,9,-2,10,222,3.3
"490","GR4","19/12/2008 21:00",1008,1.2,10.5,12.4,56.4,22.2,12,-2,10,229,3.2
"491","GR4","19/12/2008 22:00",1009,1.2,7.2,9.1,60.9,18.2,13,-2,9,245,1.7
"492","GR4","19/12/2008 23:00",1010,1.2,6.7,8.6,60.9,17.5,11,-2,9,259,1.6
"493","GR4","20/12/2008 00:00",1010,0.6,8.6,9.6,58.4,15.1,9,-2,8,267,1.4
"494","GR4","20/12/2008 01:00",1010,2,7,21,50.9,12.5,8,-2,8,262,1.4
"495","GR4","20/12/2008 02:00",1011,2,8.3,22,50.4,11.1,8,-3,8,274,1.5
"496","GR4","20/12/2008 03:00",1012,0,3.8,3.8,63.4,7.3,6,-3,7,280,1.4
"497","GR4","20/12/2008 04:00",1013,0.6,4.8,5.7,59.4,6.2,5,-3,6,269,1.4
"498","GR4","20/12/2008 05:00",1014,0.3,7.7,8.1,59.4,8.5,4,-3,5,246,1
"499","GR4","20/12/2008 06:00",1015,0.9,12,13.4,55.9,9.9,7,-3,5,239,1.1
"500","GR4","20/12/2008 07:00",1016,1.6,23.4,25.8,44.9,11.5,10,-3,4,241,1.2
"501","GR4","20/12/2008 08:00",1017,2.8,36.3,40.6,37.4,17.2,9,15,4,223,1
"502","GR4","20/12/2008 09:00",1017,3.4,32.5,37.8,41.9,13,10,79,4,224,1.6
"503","GR4","20/12/2008 10:00",1018,2.2,23.4,26.8,48.9,19.5,9,120,5,247,1.6
"504","GR4","20/12/2008 11:00",1017,3.7,27.7,33.5,48.4,19.1,13,134,6,241,1.9
"505","GR4","20/12/2008 12:00",1017,4.7,27.7,34.9,54.9,22.9,13,100,7,238,1.7
"506","GR4","20/12/2008 13:00",1016,2.5,22,25.8,50.4,25.4,13,132,7,215,1.9
"507","GR4","20/12/2008 14:00",1016,2.2,23.9,27.3,45.9,28.9,15,64,7,211,1.8
"508","GR4","20/12/2008 15:00",1015,3.1,37.8,42.6,31.4,27.9,14,3,7,197,2.1
"509","GR4","20/12/2008 16:00",1014,4.1,50.2,56.4,24.9,27.5,16,-2,7,194,3.2
"510","GR4","20/12/2008 17:00",1014,5.3,46.9,55,27.9,27.2,15,-2,7,198,3.7
"511","GR4","20/12/2008 18:00",1013,3.7,48.3,54,21,26.7,15,-2,8,213,4
"512","GR4","20/12/2008 19:00",1013,5.3,46.4,54.5,22.5,27.7,15,-2,9,211,4.7
"513","GR4","20/12/2008 20:00",1012,2.8,35.9,40.2,31.4,24.8,12,-2,10,218,4.9
"514","GR4","20/12/2008 21:00",1011,1.9,29.6,32.5,36.4,22.7,12,-2,10,238,4.9
"515","GR4","20/12/2008 22:00",1011,0.9,18.2,19.6,46.4,18.7,11,-2,10,227,5.1
"516","GR4","20/12/2008 23:00",1011,1.2,19.6,21.5,46.9,16.7,7,-2,10,230,4.9
"517","GR4","21/12/2008 00:00",1011,0.6,14.3,15.3,44.9,14.6,8,-2,10,232,4.2
"518","GR4","21/12/2008 01:00",1012,0.7,11.5,12.9,53.9,12.7,6,-2,10,232,3.9
"519","GR4","21/12/2008 02:00",1012,0.7,8.3,11.6,47.9,9.6,5,-2,11,228,3.7
"520","GR4","21/12/2008 03:00",1012,0.3,3.3,3.8,62.4,7.3,6,-2,11,228,3.2
"521","GR4","21/12/2008 04:00",1013,0,1.4,1.4,66.9,10.4,6,-2,11,238,3.3
"522","GR4","21/12/2008 05:00",1013,0,1.4,1.4,64.9,6.1,5,-2,11,239,2.7
"523","GR4","21/12/2008 06:00",1013,0.6,1.4,2.4,66.9,9,4,-2,11,242,2.8
"524","GR4","21/12/2008 07:00",1014,1.2,3.3,5.3,65.4,4.2,5,-2,11,238,2.5
"525","GR4","21/12/2008 08:00",1015,0.3,5.3,5.7,64.4,8.5,3,5,11,234,2.4
"526","GR4","21/12/2008 09:00",1015,1.2,9.6,11.5,59.4,9.9,6,33,12,250,2.8
"527","GR4","21/12/2008 10:00",1015,1.6,13.4,15.8,55.9,10.5,7,52,12,257,3
"528","GR4","21/12/2008 11:00",1015,2.8,12,16.3,64.9,13.9,8,63,12,246,2.7
"529","GR4","21/12/2008 12:00",1015,3.1,12.4,17.2,60.4,12.2,8,112,12,256,2.8
"530","GR4","21/12/2008 13:00",1015,3.1,12.9,17.7,52.9,11.1,7,123,13,259,3
"531","GR4","21/12/2008 14:00",1016,1.9,11,13.9,54.9,14,5,85,12,257,2.6
"532","GR4","21/12/2008 15:00",1016,2.2,17.7,21,48.9,9.8,6,17,12,240,2.1
"533","GR4","21/12/2008 16:00",1017,2.2,17.2,20.6,47.9,12.2,8,-1,12,251,2
"534","GR4","21/12/2008 17:00",1018,1.6,14.3,16.7,52.9,16.8,6,-2,11,240,2.2
"535","GR4","21/12/2008 18:00",1018,0.9,12.4,13.9,56.4,10.7,8,-2,11,252,1.8
"536","GR4","21/12/2008 19:00",1019,1.2,12.4,14.3,50.9,8.5,8,-2,11,232,2.4
"537","GR4","21/12/2008 20:00",1019,1.6,12,14.3,50.9,11,6,-2,10,235,2.9
"538","GR4","21/12/2008 21:00",1019,0.6,10.5,11.5,51.9,9.9,9,-2,10,228,2.3
"539","GR4","21/12/2008 22:00",1020,0.9,6.7,8.1,53.9,7.9,8,-2,10,249,2.4
